Date,Gospels,Pentateuch,Epistles1,Epistles2,Wisdom,Psalms,Proverbs,History,Prophets,Acts
Thu 7/13,Matt 16,Gen 7,2Cor 6,Rev 21,Job 8,Psalm 44,Prov 8,2Chron 14,Hosea 11,Acts 26
Fri 7/14,Matt 17,Gen 8,2Cor 7,Rev 22,Job 9,Psalm 45,Prov 9,2Chron 15,Hosea 12,Acts 27
Sat 7/15,Matt 18,Gen 9,2Cor 8,1Thess 1,Job 10,Psalm 46,Prov 10,2Chron 16,Hosea 13,Acts 28
L.D. 7/16,Matt 19,Gen 10,2Cor 9,1Thess 2,Job 11,Psalm 47,Prov 11,2Chron 17,Hosea 14,Acts 1
Mon 7/17,Matt 20,Gen 11,2Cor 10,1Thess 3,Job 12,Psalm 48,Prov 12,2Chron 18,Joel 1,Acts 2
Tue 7/18,Matt 21,Gen 12,2Cor 11,1Thess 4,Job 13,Psalm 49,Prov 13,2Chron 19,Joel 2,Acts 3
Wed 7/19,Matt 22,Gen 13,2Cor 12,1Thess 5,Job 14,Psalm 50,Prov 14,2Chron 20,Joel 3,Acts 4
Thu 7/20,Matt 23,Gen 14,2Cor 13,2Thess 1,Job 15,Psalm 51,Prov 15,2Chron 21,Amos 1,Acts 5
Fri 7/21,Matt 24,Gen 15,Gal 1,2Thess 2,Job 16,Psalm 52,Prov 16,2Chron 22,Amos 2,Acts 6
Sat 7/22,Matt 25,Gen 16,Gal 2,2Thess 3,Job 17,Psalm 53,Prov 17,2Chron 23,Amos 3,Acts 7
L.D. 7/23,Matt 26,Gen 17,Gal 3,1Tim 1,Job 18,Psalm 54,Prov 18,2Chron 24,Amos 4,Acts 8
Mon 7/24,Matt 27,Gen 18,Gal 4,1Tim 2,Job 19,Psalm 55,Prov 19,2Chron 25,Amos 5,Acts 9
Tue 7/25,Matt 28,Gen 19,Gal 5,1Tim 3,Job 20,Psalm 56,Prov 20,2Chron 26,Amos 6,Acts 10
Wed 7/26,Mark 1,Gen 20,Gal 6,1Tim 4,Job 21,Psalm 57,Prov 21,2Chron 27,Amos 7,Acts 11
Thu 7/27,Mark 2,Gen 21,Eph 1,1Tim 5,Job 22,Psalm 58,Prov 22,2Chron 28,Amos 8,Acts 12
Fri 7/28,Mark 3,Gen 22,Eph 2,1Tim 6,Job 23,Psalm 59,Prov 23,2Chron 29,Amos 9,Acts 13
Sat 7/29,Mark 4,Gen 23,Eph 3,2Tim 1,Job 24,Psalm 60,Prov 24,2Chron 30,Obadiah,Acts 14
L.D. 7/30,Mark 5,Gen 24,Eph 4,2Tim 2,Job 25,Psalm 61,Prov 25,2Chron 31,Jonah 1,Acts 15
Mon 7/31,Mark 6,Gen 25,Eph 5,2Tim 3,Job 26,Psalm 62,Prov 26,2Chron 32,Jonah 2,Acts 16
Tue 8/1,Mark 7,Gen 26,Eph 6,2Tim 4,Job 27,Psalm 63,Prov 27,2Chron 33,Jonah 3,Acts 17
Wed 8/2,Mark 8,Gen 27,Phil 1,Titus 1,Job 28,Psalm 64,Prov 28,2Chron 34,Jonah 4,Acts 18
Thu 8/3,Mark 9,Gen 28,Phil 2,Titus 2,Job 29,Psalm 65,Prov 29,2Chron 35,Micah 1,Acts 19
Fri 8/4,Mark 10,Gen 29,Phil 3,Titus 3,Job 30,Psalm 66,Prov 30,2Chron 36,Micah 2,Acts 20
Sat 8/5,Mark 11,Gen 30,Phil 4,Philemon,Job 31,Psalm 67,Prov 31,Ezra 1,Micah 3,Acts 21
L.D. 8/6,Mark 12,Gen 31,Col 1,James 1,Job 32,Psalm 68,Prov 1,Ezra 2,Micah 4,Acts 22
Mon 8/7,Mark 13,Gen 32,Col 2,James 2,Job 33,Psalm 69,Prov 2,Ezra 3,Micah 5,Acts 23
Tue 8/8,Mark 14,Gen 33,Col 3,James 3,Job 34,Psalm 70,Prov 3,Ezra 4,Micah 6,Acts 24
Wed 8/9,Mark 15,Gen 34,Col 4,James 4,Job 35,Psalm 71,Prov 4,Ezra 5,Micah 7,Acts 25
Thu 8/10,Mark 16,Gen 35,Heb 1,James 5,Job 36,Psalm 72,Prov 5,Ezra 6,Nahum 1,Acts 26
Fri 8/11,Luke 1,Gen 36,Heb 2,1Peter 1,Job 37,Psalm 73,Prov 6,Ezra 7,Nahum 2,Acts 27
Sat 8/12,Luke 2,Gen 37,Heb 3,1Peter 2,Job 38,Psalm 74,Prov 7,Ezra 8,Nahum 3,Acts 28
L.D. 8/13,Luke 3,Gen 38,Heb 4,1Peter 3,Job 39,Psalm 75,Prov 8,Ezra 9,Hab 1,Acts 1
Mon 8/14,Luke 4,Gen 39,Heb 5,1Peter 4,Job 40,Psalm 76,Prov 9,Ezra 10,Hab 2,Acts 2
Tue 8/15,Luke 5,Gen 40,Heb 6,1Peter 5,Job 41,Psalm 77,Prov 10,Neh 1,Hab 3,Acts 3
Wed 8/16,Luke 6,Gen 41,Heb 7,2Peter 1,Job 42,Psalm 78,Prov 11,Neh 2,Zeph 1,Acts 4
Thu 8/17,Luke 7,Gen 42,Heb 8,2Peter 2,Eccles 1,Psalm 79,Prov 12,Neh 3,Zeph 2,Acts 5
Fri 8/18,Luke 8,Gen 43,Heb 9,2Peter 3,Eccles 2,Psalm 80,Prov 13,Neh 4,Zeph 3,Acts 6
Sat 8/19,Luke 9,Gen 44,Heb 10,1John 1,Eccles 3,Psalm 81,Prov 14,Neh 5,Haggai 1,Acts 7
L.D. 8/20,Luke 10,Gen 45,Heb 11,1John 2,Eccles 4,Psalm 82,Prov 15,Neh 6,Haggai 2,Acts 8
Mon 8/21,Luke 11,Gen 46,Heb 12,1John 3,Eccles 5,Psalm 83,Prov 16,Neh 7,Zec 1,Acts 9
Tue 8/22,Luke 12,Gen 47,Heb 13,1John 4,Eccles 6,Psalm 84,Prov 17,Neh 8,Zec 2,Acts 10
Wed 8/23,Luke 13,Gen 48,Romans 1,1John 5,Eccles 7,Psalm 85,Prov 18,Neh 9,Zec 3,Acts 11
Thu 8/24,Luke 14,Gen 49,Romans 2,2John,Eccles 8,Psalm 86,Prov 19,Neh 10,Zec 4,Acts 12
Fri 8/25,Luke 15,Gen 50,Romans 3,3John,Eccles 9,Psalm 87,Prov 20,Neh 11,Zec 5,Acts 13
Sat 8/26,Luke 16,Exod 1,Romans 4,Jude,Eccles 10,Psalm 88,Prov 21,Neh 12,Zec 6,Acts 14
L.D. 8/27,Luke 17,Exod 2,Romans 5,Rev 1,Eccles 11,Psalm 89,Prov 22,Neh 13,Zec 7,Acts 15
Mon 8/28,Luke 18,Exod 3,Romans 6,Rev 2,Eccles 12,Psalm 90,Prov 23,Esth 1,Zec 8,Acts 16
Tue 8/29,Luke 19,Exod 4,Romans 7,Rev 3,Song 1,Psalm 91,Prov 24,Esth 2,Zec 9,Acts 17
Wed 8/30,Luke 20,Exod 5,Romans 8,Rev 4,Song 2,Psalm 92,Prov 25,Esth 3,Zec 10,Acts 18
Thu 8/31,Luke 21,Exod 6,Romans 9,Rev 5,Song 3,Psalm 93,Prov 26,Esth 4,Zec 11,Acts 19
Fri 9/1,Luke 22,Exod 7,Romans 10,Rev 6,Song 4,Psalm 94,Prov 27,Esth 5,Zec 12,Acts 20
Sat 9/2,Luke 23,Exod 8,Romans 11,Rev 7,Song 5,Psalm 95,Prov 28,Esth 6,Zec 13,Acts 21
L.D. 9/3,Luke 24,Exod 9,Romans 12,Rev 8,Song 6,Psalm 96,Prov 29,Esth 7,Zec 14,Acts 22
Mon 9/4,John 1,Exod 10,Romans 13,Rev 9,Song 7,Psalm 97,Prov 30,Esth 8,Mal 1,Acts 23
Tue 9/5,John 2,Exod 11,Romans 14,Rev 10,Song 8,Psalm 98,Prov 31,Esth 9,Mal 2,Acts 24
Wed 9/6,John 3,Exod 12,Romans 15,Rev 11,Job 1,Psalm 99,Prov 1,Esth 10,Mal 3,Acts 25
Thu 9/7,John 4,Exod 13,Romans 16,Rev 12,Job 2,Psalm 100,Prov 2,Joshua 1,Mal 4,Acts 26
Fri 9/8,John 5,Exod 14,1Cor 1,Rev 13,Job 3,Psalm 101,Prov 3,Joshua 2,Isaiah 1,Acts 27
Sat 9/9,John 6,Exod 15,1Cor 2,Rev 14,Job 4,Psalm 102,Prov 4,Joshua 3,Isaiah 2,Acts 28
L.D. 9/10,John 7,Exod 16,1Cor 3,Rev 15,Job 5,Psalm 103,Prov 5,Joshua 4,Isaiah 3,Acts 1
Mon 9/11,John 8,Exod 17,1Cor 4,Rev 16,Job 6,Psalm 104,Prov 6,Joshua 5,Isaiah 4,Acts 2
Tue 9/12,John 9,Exod 18,1Cor 5,Rev 17,Job 7,Psalm 105,Prov 7,Joshua 6,Isaiah 5,Acts 3
Wed 9/13,John 10,Exod 19,1Cor 6,Rev 18,Job 8,Psalm 106,Prov 8,Joshua 7,Isaiah 6,Acts 4
Thu 9/14,John 11,Exod 20,1Cor 7,Rev 19,Job 9,Psalm 107,Prov 9,Joshua 8,Isaiah 7,Acts 5
Fri 9/15,John 12,Exod 21,1Cor 8,Rev 20,Job 10,Psalm 108,Prov 10,Joshua 9,Isaiah 8,Acts 6
Sat 9/16,John 13,Exod 22,1Cor 9,Rev 21,Job 11,Psalm 109,Prov 11,Joshua 10,Isaiah 9,Acts 7
L.D. 9/17,John 14,Exod 23,1Cor 10,Rev 22,Job 12,Psalm 110,Prov 12,Joshua 11,Isaiah 10,Acts 8
Mon 9/18,John 15,Exod 24,1Cor 11,1Thess 1,Job 13,Psalm 111,Prov 13,Joshua 12,Isaiah 11,Acts 9
Tue 9/19,John 16,Exod 25,1Cor 12,1Thess 2,Job 14,Psalm 112,Prov 14,Joshua 13,Isaiah 12,Acts 10
Wed 9/20,John 17,Exod 26,1Cor 13,1Thess 3,Job 15,Psalm 113,Prov 15,Joshua 14,Isaiah 13,Acts 11
Thu 9/21,John 18,Exod 27,1Cor 14,1Thess 4,Job 16,Psalm 114,Prov 16,Joshua 15,Isaiah 14,Acts 12
Fri 9/22,John 19,Exod 28,1Cor 15,1Thess 5,Job 17,Psalm 115,Prov 17,Joshua 16,Isaiah 15,Acts 13
Sat 9/23,John 20,Exod 29,1Cor 16,2Thess 1,Job 18,Psalm 116,Prov 18,Joshua 17,Isaiah 16,Acts 14
L.D. 9/24,John 21,Exod 30,2Cor 1,2Thess 2,Job 19,Psalm 117,Prov 19,Joshua 18,Isaiah 17,Acts 15
Mon 9/25,Matt 1,Exod 31,2Cor 2,2Thess 3,Job 20,Psalm 118,Prov 20,Joshua 19,Isaiah 18,Acts 16
Tue 9/26,Matt 2,Exod 32,2Cor 3,1Tim 1,Job 21,Psalm 119,Prov 21,Joshua 20,Isaiah 19,Acts 17
Wed 9/27,Matt 3,Exod 33,2Cor 4,1Tim 2,Job 22,Psalm 120,Prov 22,Joshua 21,Isaiah 20,Acts 18
Thu 9/28,Matt 4,Exod 34,2Cor 5,1Tim 3,Job 23,Psalm 121,Prov 23,Joshua 22,Isaiah 21,Acts 19
Fri 9/29,Matt 5,Exod 35,2Cor 6,1Tim 4,Job 24,Psalm 122,Prov 24,Joshua 23,Isaiah 22,Acts 20
Sat 9/30,Matt 6,Exod 36,2Cor 7,1Tim 5,Job 25,Psalm 123,Prov 25,Joshua 24,Isaiah 23,Acts 21
L.D. 10/1,Matt 7,Exod 37,2Cor 8,1Tim 6,Job 26,Psalm 124,Prov 26,Judges 1,Isaiah 24,Acts 22
Mon 10/2,Matt 8,Exod 38,2Cor 9,2Tim 1,Job 27,Psalm 125,Prov 27,Judges 2,Isaiah 25,Acts 23
Tue 10/3,Matt 9,Exod 39,2Cor 10,2Tim 2,Job 28,Psalm 126,Prov 28,Judges 3,Isaiah 26,Acts 24
Wed 10/4,Matt 10,Exod 40,2Cor 11,2Tim 3,Job 29,Psalm 127,Prov 29,Judges 4,Isaiah 27,Acts 25
Thu 10/5,Matt 11,Lev 1,2Cor 12,2Tim 4,Job 30,Psalm 128,Prov 30,Judges 5,Isaiah 28,Acts 26
Fri 10/6,Matt 12,Lev 2,2Cor 13,Titus 1,Job 31,Psalm 129,Prov 31,Judges 6,Isaiah 29,Acts 27
Sat 10/7,Matt 13,Lev 3,Gal 1,Titus 2,Job 32,Psalm 130,Prov 1,Judges 7,Isaiah 30,Acts 28
L.D. 10/8,Matt 14,Lev 4,Gal 2,Titus 3,Job 33,Psalm 131,Prov 2,Judges 8,Isaiah 31,Acts 1
Mon 10/9,Matt 15,Lev 5,Gal 3,Philemon,Job 34,Psalm 132,Prov 3,Judges 9,Isaiah 32,Acts 2
Tue 10/10,Matt 16,Lev 6,Gal 4,James 1,Job 35,Psalm 133,Prov 4,Judges 10,Isaiah 33,Acts 3
Wed 10/11,Matt 17,Lev 7,Gal 5,James 2,Job 36,Psalm 134,Prov 5,Judges 11,Isaiah 34,Acts 4
Thu 10/12,Matt 18,Lev 8,Gal 6,James 3,Job 37,Psalm 135,Prov 6,Judges 12,Isaiah 35,Acts 5
Fri 10/13,Matt 19,Lev 9,Eph 1,James 4,Job 38,Psalm 136,Prov 7,Judges 13,Isaiah 36,Acts 6
Sat 10/14,Matt 20,Lev 10,Eph 2,James 5,Job 39,Psalm 137,Prov 8,Judges 14,Isaiah 37,Acts 7
L.D. 10/15,Matt 21,Lev 11,Eph 3,1Peter 1,Job 40,Psalm 138,Prov 9,Judges 15,Isaiah 38,Acts 8
Mon 10/16,Matt 22,Lev 12,Eph 4,1Peter 2,Job 41,Psalm 139,Prov 10,Judges 16,Isaiah 39,Acts 9
Tue 10/17,Matt 23,Lev 13,Eph 5,1Peter 3,Job 42,Psalm 140,Prov 11,Judges 17,Isaiah 40,Acts 10
Wed 10/18,Matt 24,Lev 14,Eph 6,1Peter 4,Eccles 1,Psalm 141,Prov 12,Judges 18,Isaiah 41,Acts 11
Thu 10/19,Matt 25,Lev 15,Phil 1,1Peter 5,Eccles 2,Psalm 142,Prov 13,Judges 19,Isaiah 42,Acts 12
Fri 10/20,Matt 26,Lev 16,Phil 2,2Peter 1,Eccles 3,Psalm 143,Prov 14,Judges 20,Isaiah 43,Acts 13
Sat 10/21,Matt 27,Lev 17,Phil 3,2Peter 2,Eccles 4,Psalm 144,Prov 15,Judges 21,Isaiah 44,Acts 14
L.D. 10/22,Matt 28,Lev 18,Phil 4,2Peter 3,Eccles 5,Psalm 145,Prov 16,Ruth 1,Isaiah 45,Acts 15
Mon 10/23,Mark 1,Lev 19,Col 1,1John 1,Eccles 6,Psalm 146,Prov 17,Ruth 2,Isaiah 46,Acts 16
Tue 10/24,Mark 2,Lev 20,Col 2,1John 2,Eccles 7,Psalm 147,Prov 18,Ruth 3,Isaiah 47,Acts 17
Wed 10/25,Mark 3,Lev 21,Col 3,1John 3,Eccles 8,Psalm 148,Prov 19,Ruth 4,Isaiah 48,Acts 18
Thu 10/26,Mark 4,Lev 22,Col 4,1John 4,Eccles 9,Psalm 149,Prov 20,1Sam 1,Isaiah 49,Acts 19
Fri 10/27,Mark 5,Lev 23,Heb 1,1John 5,Eccles 10,Psalm 150,Prov 21,1Sam 2,Isaiah 50,Acts 20
Sat 10/28,Mark 6,Lev 24,Heb 2,2John,Eccles 11,Psalm 1,Prov 22,1Sam 3,Isaiah 51,Acts 21
L.D. 10/29,Mark 7,Lev 25,Heb 3,3John,Eccles 12,Psalm 2,Prov 23,1Sam 4,Isaiah 52,Acts 22
Mon 10/30,Mark 8,Lev 26,Heb 4,Jude,Song 1,Psalm 3,Prov 24,1Sam 5,Isaiah 53,Acts 23
Tue 10/31,Mark 9,Lev 27,Heb 5,Rev 1,Song 2,Psalm 4,Prov 25,1Sam 6,Isaiah 54,Acts 24
Wed 11/1,Mark 10,Num 1,Heb 6,Rev 2,Song 3,Psalm 5,Prov 26,1Sam 7,Isaiah 55,Acts 25
Thu 11/2,Mark 11,Num 2,Heb 7,Rev 3,Song 4,Psalm 6,Prov 27,1Sam 8,Isaiah 56,Acts 26
Fri 11/3,Mark 12,Num 3,Heb 8,Rev 4,Song 5,Psalm 7,Prov 28,1Sam 9,Isaiah 57,Acts 27
Sat 11/4,Mark 13,Num 4,Heb 9,Rev 5,Song 6,Psalm 8,Prov 29,1Sam 10,Isaiah 58,Acts 28
L.D. 11/5,Mark 14,Num 5,Heb 10,Rev 6,Song 7,Psalm 9,Prov 30,1Sam 11,Isaiah 59,Acts 1
Mon 11/6,Mark 15,Num 6,Heb 11,Rev 7,Song 8,Psalm 10,Prov 31,1Sam 12,Isaiah 60,Acts 2
Tue 11/7,Mark 16,Num 7,Heb 12,Rev 8,Job 1,Psalm 11,Prov 1,1Sam 13,Isaiah 61,Acts 3
Wed 11/8,Luke 1,Num 8,Heb 13,Rev 9,Job 2,Psalm 12,Prov 2,1Sam 14,Isaiah 62,Acts 4
Thu 11/9,Luke 2,Num 9,Romans 1,Rev 10,Job 3,Psalm 13,Prov 3,1Sam 15,Isaiah 63,Acts 5
Fri 11/10,Luke 3,Num 10,Romans 2,Rev 11,Job 4,Psalm 14,Prov 4,1Sam 16,Isaiah 64,Acts 6
Sat 11/11,Luke 4,Num 11,Romans 3,Rev 12,Job 5,Psalm 15,Prov 5,1Sam 17,Isaiah 65,Acts 7
L.D. 11/12,Luke 5,Num 12,Romans 4,Rev 13,Job 6,Psalm 16,Prov 6,1Sam 18,Isaiah 66,Acts 8
Mon 11/13,Luke 6,Num 13,Romans 5,Rev 14,Job 7,Psalm 17,Prov 7,1Sam 19,Jer 1,Acts 9
Tue 11/14,Luke 7,Num 14,Romans 6,Rev 15,Job 8,Psalm 18,Prov 8,1Sam 20,Jer 2,Acts 10
Wed 11/15,Luke 8,Num 15,Romans 7,Rev 16,Job 9,Psalm 19,Prov 9,1Sam 21,Jer 3,Acts 11
Thu 11/16,Luke 9,Num 16,Romans 8,Rev 17,Job 10,Psalm 20,Prov 10,1Sam 22,Jer 4,Acts 12
Fri 11/17,Luke 10,Num 17,Romans 9,Rev 18,Job 11,Psalm 21,Prov 11,1Sam 23,Jer 5,Acts 13
Sat 11/18,Luke 11,Num 18,Romans 10,Rev 19,Job 12,Psalm 22,Prov 12,1Sam 24,Jer 6,Acts 14
L.D. 11/19,Luke 12,Num 19,Romans 11,Rev 20,Job 13,Psalm 23,Prov 13,1Sam 25,Jer 7,Acts 15
Mon 11/20,Luke 13,Num 20,Romans 12,Rev 21,Job 14,Psalm 24,Prov 14,1Sam 26,Jer 8,Acts 16
Tue 11/21,Luke 14,Num 21,Romans 13,Rev 22,Job 15,Psalm 25,Prov 15,1Sam 27,Jer 9,Acts 17
Wed 11/22,Luke 15,Num 22,Romans 14,1Thess 1,Job 16,Psalm 26,Prov 16,1Sam 28,Jer 10,Acts 18
Thu 11/23,Luke 16,Num 23,Romans 15,1Thess 2,Job 17,Psalm 27,Prov 17,1Sam 29,Jer 11,Acts 19
Fri 11/24,Luke 17,Num 24,Romans 16,1Thess 3,Job 18,Psalm 28,Prov 18,1Sam 30,Jer 12,Acts 20
Sat 11/25,Luke 18,Num 25,1Cor 1,1Thess 4,Job 19,Psalm 29,Prov 19,1Sam 31,Jer 13,Acts 21
L.D. 11/26,Luke 19,Num 26,1Cor 2,1Thess 5,Job 20,Psalm 30,Prov 20,2Sam 1,Jer 14,Acts 22
Mon 11/27,Luke 20,Num 27,1Cor 3,2Thess 1,Job 21,Psalm 31,Prov 21,2Sam 2,Jer 15,Acts 23
Tue 11/28,Luke 21,Num 28,1Cor 4,2Thess 2,Job 22,Psalm 32,Prov 22,2Sam 3,Jer 16,Acts 24
Wed 11/29,Luke 22,Num 29,1Cor 5,2Thess 3,Job 23,Psalm 33,Prov 23,2Sam 4,Jer 17,Acts 25
Thu 11/30,Luke 23,Num 30,1Cor 6,1Tim 1,Job 24,Psalm 34,Prov 24,2Sam 5,Jer 18,Acts 26
Fri 12/1,Luke 24,Num 31,1Cor 7,1Tim 2,Job 25,Psalm 35,Prov 25,2Sam 6,Jer 19,Acts 27
Sat 12/2,John 1,Num 32,1Cor 8,1Tim 3,Job 26,Psalm 36,Prov 26,2Sam 7,Jer 20,Acts 28
L.D. 12/3,John 2,Num 33,1Cor 9,1Tim 4,Job 27,Psalm 37,Prov 27,2Sam 8,Jer 21,Acts 1
Mon 12/4,John 3,Num 34,1Cor 10,1Tim 5,Job 28,Psalm 38,Prov 28,2Sam 9,Jer 22,Acts 2
Tue 12/5,John 4,Num 35,1Cor 11,1Tim 6,Job 29,Psalm 39,Prov 29,2Sam 10,Jer 23,Acts 3
Wed 12/6,John 5,Num 36,1Cor 12,2Tim 1,Job 30,Psalm 40,Prov 30,2Sam 11,Jer 24,Acts 4
Thu 12/7,John 6,Deut 1,1Cor 13,2Tim 2,Job 31,Psalm 41,Prov 31,2Sam 12,Jer 25,Acts 5
Fri 12/8,John 7,Deut 2,1Cor 14,2Tim 3,Job 32,Psalm 42,Prov 1,2Sam 13,Jer 26,Acts 6
Sat 12/9,John 8,Deut 3,1Cor 15,2Tim 4,Job 33,Psalm 43,Prov 2,2Sam 14,Jer 27,Acts 7
L.D. 12/10,John 9,Deut 4,1Cor 16,Titus 1,Job 34,Psalm 44,Prov 3,2Sam 15,Jer 28,Acts 8
Mon 12/11,John 10,Deut 5,2Cor 1,Titus 2,Job 35,Psalm 45,Prov 4,2Sam 16,Jer 29,Acts 9
Tue 12/12,John 11,Deut 6,2Cor 2,Titus 3,Job 36,Psalm 46,Prov 5,2Sam 17,Jer 30,Acts 10
Wed 12/13,John 12,Deut 7,2Cor 3,Philemon,Job 37,Psalm 47,Prov 6,2Sam 18,Jer 31,Acts 11
Thu 12/14,John 13,Deut 8,2Cor 4,James 1,Job 38,Psalm 48,Prov 7,2Sam 19,Jer 32,Acts 12
Fri 12/15,John 14,Deut 9,2Cor 5,James 2,Job 39,Psalm 49,Prov 8,2Sam 20,Jer 33,Acts 13
Sat 12/16,John 15,Deut 10,2Cor 6,James 3,Job 40,Psalm 50,Prov 9,2Sam 21,Jer 34,Acts 14
L.D. 12/17,John 16,Deut 11,2Cor 7,James 4,Job 41,Psalm 51,Prov 10,2Sam 22,Jer 35,Acts 15
Mon 12/18,John 17,Deut 12,2Cor 8,James 5,Job 42,Psalm 52,Prov 11,2Sam 23,Jer 36,Acts 16
Tue 12/19,John 18,Deut 13,2Cor 9,1Peter 1,Eccles 1,Psalm 53,Prov 12,2Sam 24,Jer 37,Acts 17
Wed 12/20,John 19,Deut 14,2Cor 10,1Peter 2,Eccles 2,Psalm 54,Prov 13,1Kings 1,Jer 38,Acts 18
Thu 12/21,John 20,Deut 15,2Cor 11,1Peter 3,Eccles 3,Psalm 55,Prov 14,1Kings 2,Jer 39,Acts 19
Fri 12/22,John 21,Deut 16,2Cor 12,1Peter 4,Eccles 4,Psalm 56,Prov 15,1Kings 3,Jer 40,Acts 20
Sat 12/23,Matt 1,Deut 17,2Cor 13,1Peter 5,Eccles 5,Psalm 57,Prov 16,1Kings 4,Jer 41,Acts 21
L.D. 12/24,Matt 2,Deut 18,Gal 1,2Peter 1,Eccles 6,Psalm 58,Prov 17,1Kings 5,Jer 42,Acts 22
Mon 12/25,Matt 3,Deut 19,Gal 2,2Peter 2,Eccles 7,Psalm 59,Prov 18,1Kings 6,Jer 43,Acts 23
Tue 12/26,Matt 4,Deut 20,Gal 3,2Peter 3,Eccles 8,Psalm 60,Prov 19,1Kings 7,Jer 44,Acts 24
Wed 12/27,Matt 5,Deut 21,Gal 4,1John 1,Eccles 9,Psalm 61,Prov 20,1Kings 8,Jer 45,Acts 25
Thu 12/28,Matt 6,Deut 22,Gal 5,1John 2,Eccles 10,Psalm 62,Prov 21,1Kings 9,Jer 46,Acts 26
Fri 12/29,Matt 7,Deut 23,Gal 6,1John 3,Eccles 11,Psalm 63,Prov 22,1Kings 10,Jer 47,Acts 27
Sat 12/30,Matt 8,Deut 24,Eph 1,1John 4,Eccles 12,Psalm 64,Prov 23,1Kings 11,Jer 48,Acts 28
L.D. 12/31,Matt 9,Deut 25,Eph 2,1John 5,Song 1,Psalm 65,Prov 24,1Kings 12,Jer 49,Acts 1
